x_pos,race_local,race_display,group,series,prior_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'24-R1,Lille Bane,Lille bane 3,0.0,,-2.7380448929404277,2.8151242589423253,-3.8043904010679364,3.9548482689901965,-2.7380448929404277,2.8151242589423253
2,R2,'24-R2,Lille Bane,Lille bane 3,0.0,,-2.7380448929404277,2.8151242589423253,-3.3572948834100336,3.473924782382487,-2.7380448929404277,2.8151242589423253
3,R3,'24-R3,Lille Bane,Lille bane 3,0.0,21.15004363927484,-2.7380448929404277,2.8151242589423253,-3.228663925448927,3.3363845704906137,-2.7380448929404277,2.8151242589423253
4,R4,'24-R4,Lille Bane,Lille bane 3,14.715894715142031,,12.974408530109471,16.484225688937993,11.080366522119744,18.470409419067035,12.974408530109471,16.484225688937993
5,R5,'24-R5,Lille Bane,Lille bane 3,14.715894715142031,13.791662975960527,12.920674800619203,16.539655147574383,11.866617060008956,17.637744361539376,12.920674800619203,16.539655147574383
6,R6,'24-R6,Lille Bane,Lille bane 3,14.351516570500266,,12.88885658692367,15.833127709153105,9.324080171995686,19.61014738382405,12.88885658692367,15.833127709153105
7,R7,'24-R7,Lille Bane,Lille bane 3,14.351516570500266,,12.825448388658845,15.898226231093982,12.080327586044737,16.668728791273992,12.825448388658845,15.898226231093982
8,R8,'24-R8,Lille Bane,Lille bane 3,14.351516570500266,,12.764620951512295,15.96074399608074,12.309202026060916,16.43097009040364,12.764620951512295,15.96074399608074
9,R9,'24-R9,Lille Bane,Lille bane 3,14.351516570500266,,12.70608616402782,16.020969115569606,7.785272749907546,21.317773832739274,12.70608616402782,16.020969115569606
10,R10,'24-R10,Lille Bane,Lille bane 3,14.351516570500266,,12.391979862623703,16.34521749644835,7.685600387060565,21.4300639544434,12.391979862623703,16.34521749644835
11,R11,'24-R11,Lille Bane,Lille bane 3,14.351516570500266,,12.344512528405094,16.39437519182083,8.262070115562725,20.783477796197047,12.344512528405094,16.39437519182083
12,R12,'24-R12,Lille Bane,Lille bane 3,14.351516570500266,11.565830316053315,12.298170862306069,16.442407223237975,10.715565335391219,18.106874154156994,12.298170862306069,16.442407223237975
13,R13,'24-R13,Lille Bane,Lille bane 3,13.468144602886255,30.29635094988752,11.724348471795377,15.239157943013492,9.545409688812523,17.531349567232347,11.724348471795377,15.239157943013492
