x_pos,race_local,race_display,group,series,prior_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'24-R1,Stor Bane,Stor bane 1,0.0,-1.9803181575880568,-1.6779758541908496,1.7066123981565484,-3.9424901708954407,4.104301868650895,-1.6779758541908496,1.7066123981565484
2,R2,'24-R2,Stor Bane,Stor bane 1,-0.3533958475234078,-0.6971592028048201,-1.8889080406626624,1.206148263395912,-1.9011670176109496,1.2187955477811263,-1.8889080406626624,1.206148263395912
3,R3,'24-R3,Stor Bane,Stor bane 1,-0.6917024008017636,,-0.9945211402303644,-0.38795745819728555,-3.2077567228664394,1.8897551926124079,-0.9945211402303644,-0.38795745819728555
4,R4,'24-R4,Stor Bane,Stor bane 1,-0.6917024008017636,-1.3927360596937,-1.0732509100675691,-0.3086823050716059,-2.0663697140577475,0.7022607377658918,-1.0732509100675691,-0.3086823050716059
5,R5,'24-R5,Stor Bane,Stor bane 1,-0.7453422913003993,2.2000120960944614,-1.1790776375119605,-0.3097032353677087,-2.0919594697069277,0.6197961220870019,-1.1790776375119605,-0.3097032353677087
6,R6,'24-R6,Stor Bane,Stor bane 1,-0.44655524602177366,,-0.9197486528276011,0.028898066236449083,-1.7178031080192113,0.8411357885719006,-0.9197486528276011,0.028898066236449083
7,R7,'24-R7,Stor Bane,Stor bane 1,-0.44655524602177366,-0.9240411304115903,-0.9737465528244837,0.08344269704447793,-2.498682640135863,1.6487636346866008,-0.9737465528244837,0.08344269704447793
8,R8,'24-R8,Stor Bane,Stor bane 1,-0.4776537102761269,1.439888783899823,-1.0377514659803744,0.08561403702180836,-1.816392478655715,0.8793388332010377,-1.0377514659803744,0.08561403702180836
9,R9,'24-R9,Stor Bane,Stor bane 1,-0.14726507072808648,-5.881087655405192,-0.7088724681612701,0.4175188730561219,-4.1334779046297125,4.004697937581181,-0.7088724681612701,0.4175188730561219
10,R10,'24-R10,Stor Bane,Stor bane 1,-0.26038431746564505,0.40511667750131597,-1.056065683632923,0.541695711144552,-2.1293452044476857,1.6442666832114927,-1.056065683632923,0.541695711144552
11,R11,'24-R11,Stor Bane,Stor bane 1,-0.1413931679802305,1.8399647370664018,-0.8999362006846479,0.6229559914854077,-5.630050502023076,5.666490355022136,-0.8999362006846479,0.6229559914854077
