x_pos,race_local,race_display,group,series,prior_pct,post_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'23-R1,Stor Bane,Stor bane 2,0.0,0.8189548360349796,1.4871545458762458,-1.643039804689972,1.6704865638663025,-2.2386953181987357,2.28996055799926,-1.643039804689972,1.6704865638663025
2,R2,'23-R2,Stor Bane,Stor bane 2,0.8189548360349796,0.4482463300015782,-0.4115544435125962,-0.3299512405975258,1.9811044616508733,-1.3497387810390227,3.0353242721754548,-0.3299512405975258,1.9811044616508733
3,R3,'23-R3,Stor Bane,Stor bane 2,0.4482463300015782,,,-0.5571397780029241,1.4637970815401635,-1.2901792531108236,2.2172881525636123,-0.5571397780029241,1.4637970815401635
4,R4,'23-R4,Stor Bane,Stor bane 2,0.38035753461540533,-0.03487744869432596,-1.5331657253517816,-0.6351016493336359,1.4061941996607263,-2.0595495111572215,2.8810479070145556,-0.6351016493336359,1.4061941996607263
5,R5,'23-R5,Stor Bane,Stor bane 2,-0.03487744869432596,-1.1340848991159724,-1.1787238293718416,-0.9820227859581143,0.921327700889818,-1.0017121891539138,0.9413995703746236,-0.9820227859581143,0.921327700889818
6,R6,'23-R6,Stor Bane,Stor bane 2,-1.1340848991159724,-1.1231349121397671,2.679613276333459,-1.4351838795796157,-0.8320661117718897,-5.879898830126629,3.8510270095618138,-1.4351838795796157,-0.8320661117718897
7,R8,'23-R8,Stor Bane,Stor bane 2,-1.1231349121397671,,,-1.5662379159168571,-0.67803726477903,-2.018168830595346,-0.2199251338780961,-1.5662379159168571,-0.67803726477903
8,R9,'23-R9,Stor Bane,Stor bane 2,-1.120234617963889,-1.0633927397364795,0.498474561734219,-1.6126379568556781,-0.6253669275220974,-3.5453853685031067,1.3658915061778298,-1.6126379568556781,-0.6253669275220974
9,R10,'23-R10,Stor Bane,Stor bane 2,-1.0633927397364795,0.23985358361893194,0.32111355095996164,-1.8098990975824791,-0.31121094478243627,-1.8331602091265164,-0.28758919993617793,-1.8098990975824791,-0.31121094478243627
10,R11,'23-R11,Stor Bane,Stor bane 2,0.23985358361893194,0.2585223652066926,4.099715871383669,-0.06130027921374959,0.5419149392382305,-3.720236699332724,4.362826641844508,-0.06130027921374959,0.5419149392382305
11,R12,'23-R12,Stor Bane,Stor bane 2,0.2585223652066926,0.39092155506377235,4.605684433689694,-0.11948119921073586,0.6379565058408421,-1.9001297915257842,2.464674881764939,-0.11948119921073586,0.6379565058408421
12,R13,'23-R13,Stor Bane,Stor bane 2,0.39092155506377235,0.7937587890410436,1.8640551628018587,-0.04688113523548809,0.830641856317138,-0.4520103352515292,1.2409910498058618,-0.04688113523548809,0.830641856317138
13,R14,'23-R14,Stor Bane,Stor bane 2,0.7937587890410436,0.8193686230010044,12.981550645109108,0.3515711486290929,1.2378948783621002,-7.839819790119396,10.236132217699234,0.3515711486290929,1.2378948783621002
14,R15,'23-R15,Stor Bane,Stor bane 2,0.8193686230010044,1.003802404034504,5.5929779687983405,0.3210915135070991,1.3201205867264587,-1.6694795097178527,3.371212100368237,0.3210915135070991,1.3201205867264587
15,R16,'23-R16,Stor Bane,Stor bane 2,1.003802404034504,1.5880547158623193,6.656028572532069,0.4628456128342062,1.5476720556874435,-0.6818866362112708,2.7181020113174803,0.4628456128342062,1.5476720556874435
16,R17,'23-R17,Stor Bane,Stor bane 2,1.5880547158623193,2.220097739695337,6.016714647989652,1.052521123709571,2.1264263987933685,0.14453251803334677,3.0523844034586523,1.052521123709571,2.1264263987933685
17,R1,'24-R1,Stor Bane,Stor bane 2,2.220097739695337,,,0.7778008428007022,3.6830362890312385,-1.1880757701688838,5.745824336030392,0.7778008428007022,3.6830362890312385
18,R2,'24-R2,Stor Bane,Stor bane 2,2.221989351787479,-1.0037921664700633,-1.0597148971683068,0.8041352795868706,3.659786159119749,0.7900987528874914,3.6742223326534207,0.8041352795868706,3.659786159119749
19,R3,'24-R3,Stor Bane,Stor bane 2,-1.0037921664700633,-0.946049859996867,2.388934020530664,-1.3079166848030233,-0.6987304734464517,-3.255609719216135,1.3004385781534733,-1.3079166848030233,-0.6987304734464517
20,R4,'24-R4,Stor Bane,Stor bane 2,-0.946049859996867,-0.8684413200547136,-0.11043215774638737,-1.3244338376717124,-0.5662149209530787,-2.1592107690243445,0.28215343986535135,-1.3244338376717124,-0.5662149209530787
21,R5,'24-R5,Stor Bane,Stor bane 2,-0.8684413200547136,-0.5964998939614885,1.7639779851953863,-1.2951941091243424,-0.43984345422984905,-2.196696555782862,0.4778527948228195,-1.2951941091243424,-0.43984345422984905
22,R6,'24-R6,Stor Bane,Stor bane 2,-0.5964998939614885,,,-1.0626302692809286,-0.12817340682518275,-1.907981966714667,0.7325165843594217,-1.0626302692809286,-0.12817340682518275
23,R7,'24-R7,Stor Bane,Stor bane 2,-0.5949609515518706,,,-1.1136915663216174,-0.07350921739803784,-1.8389467460962705,0.6647897579534989,-1.1136915663216174,-0.07350921739803784
24,R8,'24-R8,Stor Bane,Stor bane 2,-0.6120322748589202,-0.1134140659744598,1.7146266974050306,-1.1777704567869196,-0.043055351081333626,-1.846854434393863,0.6383246467755122,-1.1777704567869196,-0.043055351081333626
25,R9,'24-R9,Stor Bane,Stor bane 2,-0.1134140659744598,0.010701886753849976,6.469136881482673,-0.6694038680168823,0.44568781504477073,-4.119337920597732,4.059878532053518,-0.6694038680168823,0.44568781504477073
26,R10,'24-R10,Stor Bane,Stor bane 2,0.010701886753849976,0.15041286804604592,0.8348416592677044,-0.7869230247084635,0.8147393147793114,-1.9254968273092143,1.9851252702168587,-0.7869230247084635,0.8147393147793114
27,R11,'24-R11,Stor Bane,Stor bane 2,0.15041286804604592,0.2845676239319639,7.410169635582187,-0.6067535148856384,0.9133472578767288,-5.323000996565586,5.940252682451819,-0.6067535148856384,0.9133472578767288
28,R12,'24-R12,Stor Bane,Stor bane 2,0.2845676239319639,0.7043262683180451,4.108884467969021,-0.5012105228490715,1.0765513466722831,-2.0770389666044053,2.703129045384456,-0.5012105228490715,1.0765513466722831
29,R13,'24-R13,Stor Bane,Stor bane 2,0.7043262683180451,1.0209511309713593,2.2965170482760477,-0.07557154601223193,1.490311088700902,-1.0812824971994872,2.522167544971854,-0.07557154601223193,1.490311088700902
30,R14,'24-R14,Stor Bane,Stor bane 2,1.0209511309713593,1.0943936717065172,2.787616468467946,0.27912455508343204,1.7682654558911715,-2.663028686671398,4.844361086142368,0.27912455508343204,1.7682654558911715
31,R15,'24-R15,Stor Bane,Stor bane 2,1.0943936717065172,1.2633090436105165,4.148043082569641,0.3306608869766192,1.8639401106206321,-2.176492602515301,4.474647288232081,0.3306608869766192,1.8639401106206321
32,R16,'24-R16,Stor Bane,Stor bane 2,1.2633090436105165,1.4634508962429793,14.673243082701081,0.4834275745563943,2.0492434023844375,-4.883407352369562,7.807244488348775,0.4834275745563943,2.0492434023844375
33,R17,'24-R17,Stor Bane,Stor bane 2,1.4634508962429793,2.439080286453077,10.835772871228922,0.6537287863065844,2.279686921791124,-1.0236627919925856,4.013061689066388,0.6537287863065844,2.279686921791124
34,R18,'24-R18,Stor Bane,Stor bane 2,2.439080286453077,2.3283955445429827,2.022203664660327,1.6513730780194136,3.2328915211033316,0.8889870256224119,4.012989715808302,1.6513730780194136,3.2328915211033316
35,R1,'25-R1,Stor Bane,Stor bane 2,2.3157674518897498,-0.20239046076642175,-1.0416153629105418,0.8213361768576899,3.8323500385437415,0.5869967652015529,4.074250210548147,0.8213361768576899,3.8323500385437415
36,R2,'25-R2,Stor Bane,Stor bane 2,-0.20239046076642175,0.16870154072792243,15.303005478325748,-0.9712344761166336,0.5724227405754956,-4.856325664909411,4.6791911217167526,-0.9712344761166336,0.5724227405754956
37,R3,'25-R3,Stor Bane,Stor bane 2,0.16870154072792243,0.5803594874028706,2.818902005577373,-0.6272016334429753,0.9709793151220891,-1.840365957569312,2.2188893248950903,-0.6272016334429753,0.9709793151220891
38,R4,'25-R4,Stor Bane,Stor bane 2,0.5803594874028706,0.9377119225907116,2.7507916419728495,-0.1904558210513163,1.357127695899174,-1.3196532349277867,2.51695546529922,-0.1904558210513163,1.357127695899174
39,R5,'25-R5,Stor Bane,Stor bane 2,0.9377119225907116,2.4296518912173326,6.888315065635542,0.1919647184544404,1.68900986020184,-0.5415352281124886,2.4389599370502557,0.1919647184544404,1.68900986020184
40,R6,'25-R6,Stor Bane,Stor bane 2,2.4296518912173326,2.307798593366517,0.38217388832624266,1.7329727222740399,3.1311019997238176,-0.6110957337859935,5.563429479547355,1.7329727222740399,3.1311019997238176
41,R7,'25-R7,Stor Bane,Stor bane 2,2.307798593366517,2.376758721286931,2.8277035524850724,1.5898954801224052,3.030774896986199,0.3865753415445594,4.265790693720084,1.5898954801224052,3.030774896986199
42,R8,'25-R8,Stor Bane,Stor bane 2,2.376758721286931,2.313667245327067,2.1407871780873,1.668649687361623,3.0897996433160824,0.9622526873706017,3.8110823332260235,1.668649687361623,3.0897996433160824
43,R9,'25-R9,Stor Bane,Stor bane 2,2.313667245327067,3.235407471485563,3.995985017985637,1.6554288925294758,2.976167817406128,1.4248114968663073,3.210312651268188,1.6554288925294758,2.976167817406128
44,R10,'25-R10,Stor Bane,Stor bane 2,3.235407471485563,,,2.4891986962413126,3.9870492830237136,0.8235997971167475,5.7049081489791265,2.4891986962413126,3.9870492830237136
45,R11,'25-R11,Stor Bane,Stor bane 2,3.2388171525634224,3.4330277900330053,18.48956227230034,2.463936347710205,4.019557972980481,-3.311301350864093,10.232669546387307,2.463936347710205,4.019557972980481
46,R12,'25-R12,Stor Bane,Stor bane 2,3.4330277900330053,,,2.6256824578170246,4.246724422136516,1.2370085389092456,5.67668278840876,2.6256824578170246,4.246724422136516
47,R13,'25-R13,Stor Bane,Stor bane 2,3.429547385253251,,,2.5882134144909807,4.2777812017853245,-5.022979394090321,12.634310953029804,2.5882134144909807,4.2777812017853245
48,R14,'25-R14,Stor Bane,Stor bane 2,3.429953304165001,4.262828557219844,8.67414421481698,2.5554373877239023,4.311926436991587,1.2449536307573839,5.662108153229095,2.5554373877239023,4.311926436991587
49,R15,'25-R15,Stor Bane,Stor bane 2,4.262828557219844,5.4366810234697915,11.779070415294889,3.418592780916674,5.113956073459014,2.1475117720059833,6.4219502773184445,3.418592780916674,5.113956073459014
50,R16,'25-R16,Stor Bane,Stor bane 2,5.4366810234697915,5.481372718636801,5.579570597349504,4.615766930402954,6.264036783676974,3.891633302542896,7.004706268034133,4.615766930402954,6.264036783676974
51,R17,'25-R17,Stor Bane,Stor bane 2,5.481372718636801,5.226582430994187,4.513904767823074,4.742510317695192,6.225447116559102,4.019319977309332,6.963975471432238,4.742510317695192,6.225447116559102
52,R1,'26-R1,Stor Bane,Stor bane 2,5.226582430994187,5.758525700514294,15.892865524164579,3.7072922455695156,6.768129900526354,-1.3013549402142055,12.186278174332287,3.7072922455695156,6.768129900526354
53,R2,'26-R2,Stor Bane,Stor bane 2,5.758525700514294,5.841938967963678,6.415121153716896,4.276369133012037,7.261749247130367,2.1667908410858194,9.476530154927886,4.276369133012037,7.261749247130367
54,R3,'26-R3,Stor Bane,Stor bane 2,5.841938967963678,,,4.467143238620719,7.234827116021503,1.440080544457345,10.434810228571422,4.467143238620719,7.234827116021503
