x_pos,race_local,race_display,group,series,prior_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'24-R1,Lille Bane,Lille bane 2,0.0,9.807587990191102,-2.7380448929404277,2.8151242589423253,-3.8043904010679364,3.9548482689901965,-2.7380448929404277,2.8151242589423253
2,R2,'24-R2,Lille Bane,Lille bane 2,4.910068994637662,16.327535384479308,2.8568920418593713,7.004230421239099,2.009522879959036,7.893089446278712,2.8568920418593713,7.004230421239099
3,R3,'24-R3,Lille Bane,Lille bane 2,10.436623666486945,11.088918618716148,8.842921496621914,12.05366117659561,7.952316352816258,12.978102359496901,8.842921496621914,12.05366117659561
4,R4,'24-R4,Lille Bane,Lille bane 2,10.702410350291913,,9.4010563341693,12.019244310868649,7.354656142396032,14.154561131556864,9.4010563341693,12.019244310868649
5,R5,'24-R5,Lille Bane,Lille bane 2,10.702410350291913,7.224100410519418,9.334418042052729,12.087518979163804,8.163267241128725,13.301160088334353,9.334418042052729,12.087518979163804
6,R6,'24-R6,Lille Bane,Lille bane 2,9.692174638439033,-0.7425676594977837,8.472630601628307,10.925429854276892,4.917337863527971,14.684316452643987,8.472630601628307,10.925429854276892
7,R7,'24-R7,Lille Bane,Lille bane 2,9.002395091164228,2.9830585513783925,7.7577403936706535,10.261426160232933,6.971152963851512,11.07220784677676,7.7577403936706535,10.261426160232933
8,R8,'24-R8,Lille Bane,Lille bane 2,6.718709325099637,,5.670074812653714,7.7777501360424495,5.122905395846922,8.338738138273015,5.670074812653714,7.7777501360424495
9,R9,'24-R9,Lille Bane,Lille bane 2,6.718709325099637,12.445455651365744,5.593803709781375,7.855598717864254,0.6745371920714893,13.125753916175187,5.593803709781375,7.855598717864254
10,R10,'24-R10,Lille Bane,Lille bane 2,6.903143555314051,12.907593807737117,5.412149968285407,8.415226379942231,0.7571130718332375,13.424072540272803,5.412149968285407,8.415226379942231
11,R11,'24-R11,Lille Bane,Lille bane 2,7.232364657826906,13.589878473833373,5.722987772425991,8.76329048570652,1.6275191215274099,13.146322270828904,5.722987772425991,8.76329048570652
12,R12,'24-R12,Lille Bane,Lille bane 2,7.663883531036575,,6.1455548211929,9.203930739361098,4.451586491101445,10.974971337291484,6.1455548211929,9.203930739361098
13,R13,'24-R13,Lille Bane,Lille bane 2,7.663883531036575,-0.8477319657355431,6.09131050114633,9.259766537235482,3.9764838270985203,11.482052386576358,6.09131050114633,9.259766537235482
14,R14,'24-R14,Lille Bane,Lille bane 2,6.094744522604567,5.792068419162866,4.6321920538069605,7.577740601365779,3.58868043314875,8.661436445084213,4.6321920538069605,7.577740601365779
15,R15,'24-R15,Lille Bane,Lille bane 2,5.992582746605901,9.119160868215381,4.734862565419373,7.265406399696794,-0.6831360553914312,13.11701911532177,4.734862565419373,7.265406399696794
16,R16,'24-R16,Lille Bane,Lille bane 2,6.096384696302359,20.232972205815546,4.794343565952319,7.414603332493241,-1.0835966337492398,13.797534711683257,4.794343565952319,7.414603332493241
17,R17,'24-R17,Lille Bane,Lille bane 2,6.509288761559673,4.013771485240314,5.160075103529249,7.875812957769379,1.6016159257182139,11.654017400541727,5.160075103529249,7.875812957769379
18,R18,'24-R18,Lille Bane,Lille bane 2,6.32501758720978,,5.0011278732051245,7.665599350246199,4.7190893762900865,7.955573642336189,5.0011278732051245,7.665599350246199
19,R1,'25-R1,Lille Bane,Lille bane 1,6.32501758720978,3.5205051529389353,3.7335063464430718,8.981270980705736,2.074614848407008,10.75240775299282,3.7335063464430718,8.981270980705736
20,R2,'25-R2,Lille Bane,Lille bane 1,5.29032786096606,22.449102836597202,3.2030901937044387,7.419779003342231,-0.8857872642362818,11.851295945061846,3.2030901937044387,7.419779003342231
21,R3,'25-R3,Lille Bane,Lille bane 1,7.048924440494497,,5.004824390385498,9.132816424346647,3.3052617539627738,10.928253114146091,5.004824390385498,9.132816424346647
22,R4,'25-R4,Lille Bane,Lille bane 1,7.048924440494497,3.4514760657506915,4.964971665450335,9.174251581669623,4.6591540580525725,9.493262457580464,4.964971665450335,9.174251581669623
