x_pos,race_local,group,race_display,series,x_prior,x_post,x_obs,x_proc_q25,x_proc_q75,x_total_q25,x_total_q75,x_q25,x_q75
1,R1,Lille Bane,'25-R1,Lille bane 1,6.938893903907228e-18,0.04206200470239075,0.1215337257657847,-0.02356147912534532,0.023561479125345335,-0.04005031838963167,0.04005031838963168,-0.02356147912534532,0.023561479125345335
2,R2,Lille Bane,'25-R2,Lille bane 1,0.04206200470239075,,,0.022663031322664444,0.061460978082117056,-0.01754893644171114,0.10167294584649264,0.022663031322664444,0.061460978082117056
3,R3,Lille Bane,'25-R3,Lille bane 1,0.04044640532312503,0.06106112553017123,0.12079180174781488,0.020836298986098258,0.0600565116601518,0.004069524685814459,0.07682328596043561,0.020836298986098258,0.0600565116601518
4,R4,Lille Bane,'25-R4,Lille bane 1,0.06106112553017123,0.029536691020261227,0.021612931160248254,0.04430496002425035,0.07781729103609211,0.042442646167895705,0.07967960489244674,0.04430496002425035,0.07781729103609211
5,R5,Lille Bane,'25-R5,Lille bane 1,0.02953669102026123,,,0.021420405149464732,0.03765297689105773,0.017802350807331932,0.04127103123319053,0.021420405149464732,0.03765297689105773
6,R6,Lille Bane,'25-R6,Lille bane 1,0.030761735781565446,0.030819099872623726,0.03100256875990399,0.021926891672696514,0.03959657989043438,0.010108026525854151,0.05141544503727674,0.021926891672696514,0.03959657989043438
7,R7,Lille Bane,'25-R7,Lille bane 1,0.030819099872623726,0.035057883338748076,0.053398663102705315,0.02205643788384845,0.039581761861399,0.010926370066061411,0.05071182967918604,0.02205643788384845,0.039581761861399
8,R8,Lille Bane,'25-R8,Lille bane 1,0.035057883338748076,0.02759729928971947,0.005176873100190028,0.026404395245060087,0.043711371432436065,0.017704043084445887,0.05241172359305027,0.026404395245060087,0.043711371432436065
9,R9,Lille Bane,'25-R9,Lille bane 1,0.02759729928971947,,,0.019272468797332763,0.035922129782106176,0.0010725153278773464,0.05412208325156159,0.019272468797332763,0.035922129782106176
10,R10,Lille Bane,'25-R10,Lille bane 1,0.027592817038862513,,,0.01539855020051944,0.03978708387720559,0.00040185938757581266,0.05478377469014921,0.01539855020051944,0.03978708387720559
11,R11,Lille Bane,'25-R11,Lille bane 1,0.02758318947599944,,,0.014962239114010444,0.040204139837988435,-0.022953862503660483,0.07812024145565936,0.014962239114010444,0.040204139837988435
12,R12,Lille Bane,'25-R12,Lille bane 1,0.02755605887043163,,,0.014436809403104392,0.04067530833775887,-0.040926663702425585,0.09603878144328884,0.014436809403104392,0.04067530833775887
13,R13,Lille Bane,'25-R13,Lille bane 1,0.02749313219381677,,,0.013893323273840835,0.041092941113792705,-0.0008443053119050054,0.05583056969953855,0.013893323273840835,0.041092941113792705
14,R14,Lille Bane,'25-R14,Lille bane 1,0.027535848502636916,,,0.013473476397638103,0.04159822060763573,0.010811432038034141,0.04426026496723969,0.013473476397638103,0.04159822060763573
15,R15,Lille Bane,'25-R15,Lille bane 1,0.027352836153994385,,,0.012859976210978777,0.04184569609700999,0.0019863420214470302,0.05271933028654174,0.012859976210978777,0.04184569609700999
16,R16,Lille Bane,'25-R16,Lille bane 1,0.026738150248237356,,,0.011813127607933405,0.04166317288854131,0.009605503765033014,0.0438707967314417,0.011813127607933405,0.04166317288854131
17,R17,Lille Bane,'25-R17,Lille bane 1,0.026588346474802307,,,0.011269694783875902,0.04190699816572871,-0.00196658198926785,0.055143274938872465,0.011269694783875902,0.04190699816572871
18,R1,Lille Bane,'26-R1,Lille bane 2,0.02600995858925583,0.030746461292838034,0.10556021047878841,0.0005820045478007983,0.05143791263071086,-0.078200360545882,0.13022027772439365,0.0005820045478007983,0.05143791263071086
19,R2,Lille Bane,'26-R2,Lille bane 2,0.030746461292838034,0.02287266806561451,-0.01091351400147228,0.006058874074417971,0.0554340485112581,-0.02918891745038584,0.09068184003606192,0.006058874074417971,0.0554340485112581
20,R3,Lille Bane,'26-R3,Lille bane 2,0.02287266806561451,0.032916592147001614,0.0888487581515577,9.657920452712382e-05,0.045648756926701894,-0.036318076306919356,0.08206341243814838,9.657920452712382e-05,0.045648756926701894
