x_pos,race_local,race_display,group,series,prior_pct,post_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'23-R1,Lille Bane,Lille bane 1,0.42490527714884596,3.198698127028643,3.6370524507525204,-0.23118596884150744,1.0853110549620348,-0.48915938134181935,1.3473661485014166,-0.23118596884150744,1.0853110549620348
2,R2,'23-R2,Lille Bane,Lille bane 1,3.1104363978662564,2.380614109459711,-0.8876780791301275,2.263443382685404,3.9644445999412525,1.0990419469028678,5.161848118622303,2.263443382685404,3.9644445999412525
3,R3,'23-R3,Lille Bane,Lille bane 1,2.314280522917178,1.5128507865464602,-2.599728219731934,1.4518622169937823,3.1840300430552526,0.1357818570289382,4.540173400437508,1.4518622169937823,3.1840300430552526
4,R4,'23-R4,Lille Bane,Lille bane 1,1.3256750461176914,1.6876899983098825,4.330098868502086,0.42015697913191374,2.23935843562737,-1.1272537475808142,3.8394584220444727,0.42015697913191374,2.23935843562737
5,R5,'23-R5,Lille Bane,Lille bane 1,2.598804037755631,2.1968003567408356,1.9278893723659651,2.107738638201173,3.0922311116538204,1.9474389523268743,3.2543308410154292,2.107738638201173,3.0922311116538204
6,R6,'23-R6,Lille Bane,Lille bane 1,0.34222489961681646,-0.015132860978273044,-3.237411496643583,-0.8865871053961083,1.586271764368341,-3.569076228144963,4.412170950745975,-0.8865871053961083,1.586271764368341
7,R8,'23-R8,Lille Bane,Lille bane 1,1.0151861180013766,1.9070023284306403,9.756226470753028,0.2711839119316828,1.764708746400201,-1.2620186885850426,3.344910346822938,0.2711839119316828,1.764708746400201
8,R9,'23-R9,Lille Bane,Lille bane 1,1.2838748926112142,1.3812547806722808,2.4347770952265035,0.052135621368787355,2.530778074377893,-2.9227331591946237,5.672766107894844,0.052135621368787355,2.530778074377893
9,R10,'23-R10,Lille Bane,Lille bane 1,1.797990642637104,,,0.9209819555041632,2.6826205817872317,-1.0471044098582905,4.724887908291175,0.9209819555041632,2.6826205817872317
10,R11,'23-R11,Lille Bane,Lille bane 1,1.9389526200103369,2.348630254281092,5.6165027598780615,1.1645188544713303,2.719314824334007,-0.43485061058811114,4.369351374365427,1.1645188544713303,2.719314824334007
11,R12,'23-R12,Lille Bane,Lille bane 1,2.628015906200587,2.3613607236238066,1.700069641642843,2.11505697953156,3.1435516013524456,1.6542555003266957,3.6111040999115884,2.11505697953156,3.1435516013524456
12,R13,'23-R13,Lille Bane,Lille bane 1,2.193501918390117,1.9625446411205116,0.39496291254259575,1.6235434271804516,2.7666570377702593,0.5991920477180557,3.8130786317871035,1.6235434271804516,2.7666570377702593
13,R14,'23-R14,Lille Bane,Lille bane 1,-0.9688700339387624,-1.102212249314305,-3.08388896003271,-3.5960086551657833,1.7298616534970446,-11.185169466128775,10.422602209602406,-3.5960086551657833,1.7298616534970446
14,R15,'23-R15,Lille Bane,Lille bane 1,1.0997926338951247,0.8568587168967134,-2.504705933231832,0.04163524911282579,2.1691423292407253,-2.9520673062961578,5.3208222670333205,0.04163524911282579,2.1691423292407253
15,R16,'23-R16,Lille Bane,Lille bane 1,1.88779919986799,,,1.3508016652121757,2.4276419646304115,0.45870745060585527,3.3372207272015064,1.3508016652121757,2.4276419646304115
16,R17,'23-R17,Lille Bane,Lille bane 1,1.3730598250313975,1.6258356269077012,4.443656842349197,0.5983765120442186,2.153708783352326,-1.405654620328356,4.230087625372314,0.5983765120442186,2.153708783352326
17,R1,'24-R1,Lille Bane,Lille bane 1,1.7483041346278982,,,1.1142089090006024,2.3863758217189446,0.39531390880791495,3.1195281054295254,1.1142089090006024,2.3863758217189446
18,R2,'24-R2,Lille Bane,Lille bane 1,1.0400964394142065,,,0.20420137421492957,1.8829644713198812,-1.697860190450473,3.8543119027238504,0.20420137421492957,1.8829644713198812
19,R3,'24-R3,Lille Bane,Lille bane 1,1.177330545066746,,,0.4014317364114506,1.9592254730089742,-1.155910286373818,3.5656481422833064,0.4014317364114506,1.9592254730089742
20,R4,'24-R4,Lille Bane,Lille bane 1,1.0910266485581133,1.3952868443052324,4.142681956743255,0.27364313979434396,1.9150730826876794,-1.4685418221398128,3.7170854653581165,0.27364313979434396,1.9150730826876794
21,R5,'24-R5,Lille Bane,Lille bane 1,1.5565330623535045,1.875578486063323,3.9238766530406366,0.8359707208150269,2.2822444601695357,-0.4269851129526936,3.579563392195073,0.8359707208150269,2.2822444601695357
22,R6,'24-R6,Lille Bane,Lille bane 1,1.4250888369051529,1.4109969586163063,1.1470304806954434,0.38390487579793575,2.4770719798354435,-2.6090822619262655,5.626365214469176,0.38390487579793575,2.4770719798354435
23,R7,'24-R7,Lille Bane,Lille bane 1,1.9496995682812157,,,1.2910476071343435,2.6126344588297767,0.3241350610065252,3.601603300565981,1.2910476071343435,2.6126344588297767
24,R8,'24-R8,Lille Bane,Lille bane 1,1.8194370965395112,1.6963753594536835,0.6480971606816599,1.08484314800259,2.559369414830215,-0.3709745022050681,4.058006377725953,1.08484314800259,2.559369414830215
25,R9,'24-R9,Lille Bane,Lille bane 1,0.9614460090156873,1.5557787628915687,12.639349007146183,-0.25143961875597753,2.189079634557256,-4.1689717513925135,6.366526233944536,-0.25143961875597753,2.189079634557256
26,R10,'24-R10,Lille Bane,Lille bane 1,1.4160957493686288,,,0.026074580678314696,2.8254334698431194,-4.637477944089019,7.853947812064832,0.026074580678314696,2.8254334698431194
27,R11,'24-R11,Lille Bane,Lille bane 1,1.496386054471066,,,0.19919949522169134,2.810366090893668,-4.045385855866746,7.358217986727977,0.19919949522169134,2.810366090893668
28,R12,'24-R12,Lille Bane,Lille bane 1,1.8868535284306098,,,1.0025391611333534,2.7789103931611603,-1.1894811094400826,5.058965770856205,1.0025391611333534,2.7789103931611603
29,R13,'24-R13,Lille Bane,Lille bane 1,1.7416315015216677,,,0.708598701300378,2.7852607828785736,-2.2554808699356887,5.902199660088647,0.708598701300378,2.7852607828785736
30,R14,'24-R14,Lille Bane,Lille bane 1,1.8774033904160436,2.272523495526002,6.853747226444429,0.9741500697752814,2.7887366657846524,-1.2553704964449741,5.1095677178057075,0.9741500697752814,2.7887366657846524
31,R15,'24-R15,Lille Bane,Lille bane 1,2.21949099449521,,,1.2371316342619787,3.2113827258758443,-1.5153917029050112,6.096013578620241,1.2371316342619787,3.2113827258758443
32,R16,'24-R16,Lille Bane,Lille bane 1,1.9245872225779337,1.819913183343691,-0.3618243244641328,0.3593243702932458,3.5142628318447278,-5.087630749802852,9.45487466557282,0.3593243702932458,3.5142628318447278
33,R17,'24-R17,Lille Bane,Lille bane 1,2.080678293621485,1.7053006581299046,-4.09834246514551,0.9819092903724291,3.191402837531121,-2.413179192195525,6.781477197712671,0.9819092903724291,3.191402837531121
34,R18,'24-R18,Lille Bane,Lille bane 1,2.196309846130773,1.6722460478848733,0.09113511818379383,1.498474192100674,2.898943351595684,0.7976715895059217,3.6143551876817614,1.498474192100674,2.898943351595684
35,R1,'25-R1,Lille Bane,Lille bane 2,1.0236732614710142,0.7775707850189217,-1.9066689856098384,0.09319620262904227,1.96280013458483,-2.382038506619877,4.548204071363937,0.09319620262904227,1.96280013458483
36,R2,'25-R2,Lille Bane,Lille bane 2,0.1469227900904979,-0.009061274895916238,-3.208551395046666,-1.1622601259346887,1.4734468544442159,-5.829965550509075,6.503158918389529,-1.1622601259346887,1.4734468544442159
37,R3,'25-R3,Lille Bane,Lille bane 2,0.5844853691030494,0.12663391504930122,-6.3278889559493905,-0.37049375057656153,1.5486182541013749,-3.142360701251201,4.454731399777168,-0.37049375057656153,1.5486182541013749
38,R4,'25-R4,Lille Bane,Lille bane 2,0.8570968611305796,1.2231714248689185,2.4003325170649292,0.141813349524611,1.5774894324276367,-0.6571910439380546,2.3944671400875084,0.141813349524611,1.5774894324276367
39,R5,'25-R5,Lille Bane,Lille bane 2,1.4005180011170903,0.9070231580597721,0.23745058095645533,0.7727202384679943,2.0322268423780487,0.44081058293490294,2.3693953804252876,0.7727202384679943,2.0322268423780487
40,R6,'25-R6,Lille Bane,Lille bane 2,0.5899241951778267,,,0.020977169835711962,1.1621075488063237,-1.2155188193418653,2.428364543283945,0.020977169835711962,1.1621075488063237
41,R7,'25-R7,Lille Bane,Lille bane 2,0.5820951058531421,0.31343340485234794,-2.048600082099139,0.0006679835229173037,1.166902780587642,-1.2649460453923567,2.4636889400390105,0.0006679835229173037,1.166902780587642
42,R8,'25-R8,Lille Bane,Lille bane 2,0.3906767603739203,,,-0.16206305172367097,0.9464767448790656,-1.243327632497293,2.051717000969777,-0.16206305172367097,0.9464767448790656
43,R9,'25-R9,Lille Bane,Lille bane 2,-0.022051580298421136,0.0957091565227941,1.9207259604573146,-0.7054843094784768,0.6660851377380705,-2.7940654499222894,2.8290115873848,-0.7054843094784768,0.6660851377380705
44,R10,'25-R10,Lille Bane,Lille bane 2,0.13046557081868304,0.18579787043253582,0.9591656166051843,-0.5750905069791923,0.8410285365429093,-2.553997719381196,2.888881029273538,-0.5750905069791923,0.8410285365429093
45,R11,'25-R11,Lille Bane,Lille bane 2,-0.6344140643892882,,,-1.6508837193370152,0.3925611303996046,-5.695429978195432,4.698209917550522,-1.6508837193370152,0.3925611303996046
46,R12,'25-R12,Lille Bane,Lille bane 2,-1.347957853990156,,,-2.684796346421847,0.007245057234794849,-8.424057023627407,6.274913511828117,-2.684796346421847,0.007245057234794849
47,R13,'25-R13,Lille Bane,Lille bane 2,0.13331324964547253,,,-0.5983714665153683,0.8703838184503709,-2.708735445490096,3.0583831782135196,-0.5983714665153683,0.8703838184503709
48,R14,'25-R14,Lille Bane,Lille bane 2,0.659613850753038,0.44990837454528254,-0.31935148901425237,0.0548593989392554,1.268023576775268,-0.6720728614425964,2.009154449066375,0.0548593989392554,1.268023576775268
49,R15,'25-R15,Lille Bane,Lille bane 2,0.0007422886114882843,,,-0.6664016654723159,0.672366912508271,-2.5327203308096236,2.600057088023555,-0.6664016654723159,0.672366912508271
50,R16,'25-R16,Lille Bane,Lille bane 2,0.3552843171906517,,,-0.23101065072104188,0.945024662184335,-1.2027167122623972,1.937854516230142,-0.23101065072104188,0.945024662184335
51,R17,'25-R17,Lille Bane,Lille bane 2,-0.07859255212628868,,,-0.7825461986769922,0.6303556867819804,-2.8237981215146424,2.744164449325903,-0.7825461986769922,0.6303556867819804
52,R1,'26-R1,Lille Bane,Lille bane 2,-2.574721476338715,,,-4.316416629169806,-0.8013228494264002,-11.967910408296179,7.820738317535936,-4.316416629169806,-0.8013228494264002
53,R2,'26-R2,Lille Bane,Lille bane 2,-1.1192458842859576,-1.3069256889504222,-5.648962267239554,-2.2653431056247286,0.04029118410913135,-6.715879061621067,4.813160440789255,-2.2653431056247286,0.04029118410913135
54,R3,'26-R3,Lille Bane,Lille bane 2,-1.0814672231687084,,,-2.1383774743507056,-0.013142290212331265,-6.097360152308628,4.202354082824145,-2.1383774743507056,-0.013142290212331265
