x_pos,race_local,race_display,group,series,prior_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'24-R1,Stor Bane,Stor bane 2,0.0,2.790735285218582,-1.6779758541908496,1.7066123981565484,-3.9424901708954407,4.104301868650895,-1.6779758541908496,1.7066123981565484
2,R2,'24-R2,Stor Bane,Stor bane 2,0.48836569178281053,0.997465362973271,-1.0601176920790323,2.0610840022906585,-1.0724802263476496,2.073838124211025,-1.0601176920790323,2.0610840022906585
3,R3,'24-R3,Stor Bane,Stor bane 2,0.9893501566261342,-3.0538161106469786,0.6814054183770901,1.2982367764611702,-1.5692949625318975,3.6145056684842913,0.6814054183770901,1.2982367764611702
4,R4,'24-R4,Stor Bane,Stor bane 2,0.930929226815902,-1.1226128114446454,0.5448752814907643,1.318465471942809,-0.46572757552570954,2.3471838036326798,0.5448752814907643,1.318465471942809
5,R5,'24-R5,Stor Bane,Stor bane 2,0.7741249828189245,,0.33504350395143767,1.2151279493177736,-0.5926968275686506,2.1597401997443644,0.33504350395143767,1.2151279493177736
6,R6,'24-R6,Stor Bane,Stor bane 2,0.7741249828189245,-2.505426909847852,0.2759531747201782,1.2747717127960412,-0.5198840968800744,2.0849661649249507,0.2759531747201782,1.2747717127960412
7,R7,'24-R7,Stor Bane,Stor bane 2,0.28507713776255716,0.049347220030315775,-0.22926126739192254,0.8020670617729486,-1.7779955654812052,2.391482992303451,-0.22926126739192254,0.8020670617729486
8,R8,'24-R8,Stor Bane,Stor bane 2,0.2706365959424417,-0.3534921599435914,-0.2799151144172951,0.8242278864041053,-1.072537839395149,1.6320478031969676,-0.2799151144172951,0.8242278864041053
9,R9,'24-R9,Stor Bane,Stor bane 2,0.16633895706557045,15.916164368003717,-0.38759956411981156,0.7233578967923204,-3.8311427976556622,4.32998531896005,-0.38759956411981156,0.7233578967923204
10,R10,'24-R10,Stor Bane,Stor bane 2,0.4379184690742166,3.777663901342776,-0.3569656300041357,1.2391436108051046,-1.4414691557088855,2.353143659757806,-0.3569656300041357,1.2391436108051046
11,R11,'24-R11,Stor Bane,Stor bane 2,1.0209353829001122,-6.322301240627004,0.25810480854038254,1.789570081388181,-4.531026876209321,6.895769921012795,0.25810480854038254,1.789570081388181
12,R12,'24-R12,Stor Bane,Stor bane 2,0.8839428464465504,-4.749394129779172,0.09325362331613629,1.6808781393663264,-1.4628757292498462,3.286654644803888,0.09325362331613629,1.6808781393663264
13,R13,'24-R13,Stor Bane,Stor bane 2,0.23820685001920694,-0.36791447218716966,-0.5383484814442729,1.0208252034978882,-1.5905229956050704,2.100919732136264,-0.5383484814442729,1.0208252034978882
14,R14,'24-R14,Stor Bane,Stor bane 2,0.1297946860629784,-4.432013544856773,-0.6112857443177577,0.8764008967941939,-3.4839271702418406,3.878820282686468,-0.6112857443177577,0.8764008967941939
15,R15,'24-R15,Stor Bane,Stor bane 2,-0.060725212282075614,1.0776197636151563,-0.8217030673258741,0.7060914937379481,-3.296328570041296,3.2831380381361797,-0.8217030673258741,0.7060914937379481
16,R16,'24-R16,Stor Bane,Stor bane 2,0.00034672762037057936,-10.873225045321133,-0.7761398377349904,0.7829097687870101,-6.101644813226814,6.498876639033346,-0.7761398377349904,0.7829097687870101
17,R17,'24-R17,Stor Bane,Stor bane 2,-0.17595388618167895,-3.270302954503246,-0.9795164376134813,0.6341296672775165,-2.6997892596253736,2.413346350531853,-0.9795164376134813,0.6341296672775165
18,R18,'24-R18,Stor Bane,Stor bane 2,-0.4885873846807831,-4.61158761595849,-1.26384857153089,0.2927610346484144,-2.036623517612546,1.0839111132174617,-1.26384857153089,0.2927610346484144
19,R1,'25-R1,Stor Bane,Stor bane 1,-1.5309364652320356,-0.382969298764424,-2.9604031787713314,-0.08041262499340895,-3.8136566743347533,0.8059578747595442,-2.9604031787713314,-0.08041262499340895
20,R2,'25-R2,Stor Bane,Stor bane 1,-1.08629683732262,3.54545105130184,-2.2340074637467455,0.0748871825365427,-5.681421715225166,3.7326988094942504,-2.2340074637467455,0.0748871825365427
21,R3,'25-R3,Stor Bane,Stor bane 1,-0.813446429603959,-3.648020285318454,-1.9528942217892364,0.3392433778433901,-3.2071944139526964,1.6395004732788765,-1.9528942217892364,0.3392433778433901
22,R4,'25-R4,Stor Bane,Stor bane 1,-1.4546827000683438,-0.9147375908227673,-2.4787906954940153,-0.41982014987684835,-2.7373528306655293,-0.15509710693946133,-2.4787906954940153,-0.41982014987684835
23,R5,'25-R5,Stor Bane,Stor bane 1,-1.1117349506396756,,-1.7746270245326934,-0.4443692271353772,-2.501165434962538,0.2974959454458137,-1.7746270245326934,-0.4443692271353772
24,R6,'25-R6,Stor Bane,Stor bane 1,-1.1117349506396756,-4.908987410457155,-1.8135716428456572,-0.40488152902650176,-3.9590757993433368,1.8200214737799758,-1.8135716428456572,-0.40488152902650176
25,R7,'25-R7,Stor Bane,Stor bane 1,-1.3415964726135154,-1.1766101862759393,-2.0586287444137152,-0.6193147819802847,-2.7144950229020637,0.05067649969019428,-2.0586287444137152,-0.6193147819802847
26,R8,'25-R8,Stor Bane,Stor bane 1,-1.2969208176006997,-2.347861035973786,-1.9515645167236362,-0.637906234121588,-2.2507335890970537,-0.3338009808293463,-1.9515645167236362,-0.637906234121588
27,R9,'25-R9,Stor Bane,Stor bane 1,-1.7918779483123148,-3.3277321170387286,-2.3191243940604234,-1.2617856147398965,-2.542682689737097,-1.0352890567046247,-2.3191243940604234,-1.2617856147398965
28,R10,'25-R10,Stor Bane,Stor bane 1,-2.5505683239134713,-0.12095404115379793,-3.2210842976095444,-1.8754067962998056,-4.823707411127243,-0.22313881238006372,-3.2210842976095444,-1.8754067962998056
29,R11,'25-R11,Stor Bane,Stor bane 1,-2.344993840922638,-2.8684743411163893,-3.02677154933203,-1.6584228421267166,-8.753504913202981,4.513605907360785,-3.02677154933203,-1.6584228421267166
30,R12,'25-R12,Stor Bane,Stor bane 1,-2.3505856883492604,-2.3900719151717764,-3.065876180736671,-1.6300169671158882,-4.651849817238873,0.0062203318173637,-3.065876180736671,-1.6300169671158882
31,R13,'25-R13,Stor Bane,Stor bane 1,-2.3543389711715434,15.530667147598498,-3.071937567047467,-1.6314276956456042,-10.406788065230277,6.421847278996928,-3.071937567047467,-1.6314276956456042
32,R14,'25-R14,Stor Bane,Stor bane 1,-2.233634794713091,-3.515687687170177,-2.9848646568194526,-1.4765878371223673,-4.0963701142404,-0.33471958423955117,-2.9848646568194526,-1.4765878371223673
33,R15,'25-R15,Stor Bane,Stor bane 1,-2.4409153460836275,-1.4047771743671111,-3.1645242040422517,-1.7118992778540676,-4.347314514611156,-0.4965208220538586,-3.1645242040422517,-1.7118992778540676
34,R16,'25-R16,Stor Bane,Stor bane 1,-2.2941231606264045,-1.4828544532464405,-3.003040830303705,-1.5800242536538,-3.4951732628784815,-1.078125398273877,-3.003040830303705,-1.5800242536538
35,R17,'25-R17,Stor Bane,Stor bane 1,-2.0136738673311894,-2.2113944176382794,-2.6325092298579267,-1.3909053932198212,-3.3709842287309555,-0.6372978929531703,-2.6325092298579267,-1.3909053932198212
36,R1,'26-R1,Stor Bane,Stor bane 1,-2.0544955545570787,-2.344300187978954,-3.437072762191651,-0.652122760875673,-8.222921449564035,4.528516189369469,-3.437072762191651,-0.652122760875673
37,R2,'26-R2,Stor Bane,Stor bane 1,-2.068357289622569,5.209979602137338,-3.436533027203814,-0.6807963237806858,-5.469990259681678,1.4556823838186794,-3.436533027203814,-0.6807963237806858
38,R3,'26-R3,Stor Bane,Stor bane 1,-0.9500945821667384,,-2.240955878810691,0.3578119188585749,-4.771208598022136,3.024343991390266,-2.240955878810691,0.3578119188585749
