x_pos,race_local,race_display,group,series,prior_pct,post_pct,obs_pct,proc_q25_pct,proc_q75_pct,total_q25_pct,total_q75_pct,q25_pct,q75_pct
1,R1,'23-R1,Lille Bane,Lille bane 1,-2.8025681167579752,,,-3.394982655456258,-2.2065206923638225,-3.657321676291414,-1.940231171955975,-3.394982655456258,-2.2065206923638225
2,R2,'23-R2,Lille Bane,Lille bane 1,-1.2967711998037368,,,-2.1188630164431954,-0.46777473354727706,-3.2268985612475265,0.6718523095985862,-2.1188630164431954,-0.46777473354727706
3,R3,'23-R3,Lille Bane,Lille bane 1,-1.2419915214615385,,,-2.1181219264814755,-0.3580189652517496,-3.362106391309172,0.924636024661396,-2.1181219264814755,-0.3580189652517496
4,R4,'23-R4,Lille Bane,Lille bane 1,-1.1615787733802674,-1.5920390343391322,-3.366572155710301,-2.119598180917781,-0.19418260432397805,-3.5822346855787335,1.3198499126545693,-2.119598180917781,-0.19418260432397805
5,R5,'23-R5,Lille Bane,Lille bane 1,-2.1087188253359423,-2.66849364686208,-2.9040730086336786,-2.6896010815039118,-1.5243690651881248,-2.8185651793919853,-1.3936875113408242,-2.6896010815039118,-1.5243690651881248
6,R6,'23-R6,Lille Bane,Lille bane 1,-1.9383050029060267,-2.068263147263416,-3.2180628486725205,-3.1591226613081447,-0.7020971931956721,-5.76676803470254,2.0456990082259985,-3.1591226613081447,-0.7020971931956721
7,R8,'23-R8,Lille Bane,Lille bane 1,-2.3716166800047067,-2.3251150186938463,-1.938708048422233,-3.109526112188765,-1.6280873936878715,-4.578561837501994,-0.11362841288768966,-3.109526112188765,-1.6280873936878715
8,R9,'23-R9,Lille Bane,Lille bane 1,-1.9370985329288937,-1.7151696459560273,0.6566300087569088,-3.147211272244932,-0.7118662202779902,-6.014874133264891,2.3176013806252893,-3.147211272244932,-0.7118662202779902
9,R10,'23-R10,Lille Bane,Lille bane 1,-2.05909049914198,-1.1829824692299429,7.332422444927689,-2.9189707876875692,-1.1915939531604303,-4.801247107599393,0.7620526783286508,-2.9189707876875692,-1.1915939531604303
10,R11,'23-R11,Lille Bane,Lille bane 1,-1.4127323624316568,-1.2294210045755483,0.06378597228478,-2.1574453215311817,-0.6623511397297221,-3.7071336736572036,0.9363383918979284,-2.1574453215311817,-0.6623511397297221
11,R12,'23-R12,Lille Bane,Lille bane 1,-1.9805523136286252,-2.070051118612304,-2.2780417840871037,-2.4805604515923174,-1.477980500779319,-2.9159008898547945,-1.0361922003220503,-2.4805604515923174,-1.477980500779319
12,R13,'23-R13,Lille Bane,Lille bane 1,-1.7338880210408636,-1.4559264018743967,0.39496291254259575,-2.282398693750065,-1.1822984356889554,-3.2670877952545863,-0.17638729801797703,-2.282398693750065,-1.1822984356889554
13,R14,'23-R14,Lille Bane,Lille bane 1,4.077536187563835,3.5946106801988176,-3.8454299483533516,1.375478879334624,6.851614005857831,-6.64609050229179,16.032993124295245,1.375478879334624,6.851614005857831
14,R15,'23-R15,Lille Bane,Lille bane 1,-0.15406911600723827,-0.4898313747876526,-5.236176629909972,-1.183532689969491,0.8861193429763325,-4.151819079938546,4.01042375969034,-1.183532689969491,0.8861193429763325
15,R16,'23-R16,Lille Bane,Lille bane 1,-1.7650359928412351,-2.23888269675514,-5.09130014197029,-2.28497201145087,-1.242333424714992,-3.143706412225933,-0.36674132339619137,-2.28497201145087,-1.242333424714992
16,R17,'23-R17,Lille Bane,Lille bane 1,-1.7512223396687787,-1.8104691181241361,-2.8311142149602175,-2.4725392412864755,-1.0245705501281122,-4.436466730874633,1.009474864904658,-2.4725392412864755,-1.0245705501281122
17,R1,'24-R1,Lille Bane,Lille bane 2,-2.67112070176464,-3.0001526323206185,-3.154778451378748,-3.2643694850987948,-2.074233712765683,-3.9592284957818635,-1.3657366857531494,-3.2643694850987948,-2.074233712765683
18,R2,'24-R2,Lille Bane,Lille bane 2,-2.5409479762075304,,,-3.283476693829246,-1.7927185894793807,-5.163648232478568,0.15428308187153128,-3.283476693829246,-1.7927185894793807
19,R3,'24-R3,Lille Bane,Lille bane 2,-2.674380287688971,,,-3.3601487992372947,-1.9837454767249407,-4.899839053139166,-0.39684309600469536,-3.3601487992372947,-1.9837454767249407
20,R4,'24-R4,Lille Bane,Lille bane 2,-2.60900792622335,-2.740866846445944,-4.070017479833377,-3.335102935799872,-1.8774588792563884,-5.05648419124991,-0.09844004280830099,-3.335102935799872,-1.8774588792563884
21,R5,'24-R5,Lille Bane,Lille bane 2,-2.915435658190757,,,-3.5508739390663235,-2.2758109027944395,-4.793230590284492,-1.0006043490740413,-3.5508739390663235,-2.2758109027944395
22,R6,'24-R6,Lille Bane,Lille bane 2,-2.2940963053307395,-2.4833349240264146,-5.422070081515972,-3.258606657309393,-1.319969798499132,-6.171015720427741,1.7430135271150338,-3.258606657309393,-1.319969798499132
23,R7,'24-R7,Lille Bane,Lille bane 2,-3.121497123913053,-2.9194737118226066,-1.8012244771313135,-3.7219727661407465,-2.517276380053468,-4.656227446795902,-1.562062542944953,-3.7219727661407465,-2.517276380053468
24,R8,'24-R8,Lille Bane,Lille bane 2,-2.74992003793193,,,-3.3959449863038116,-2.0995748958180793,-4.82444019807271,-0.630182030858728,-3.3959449863038116,-2.0995748958180793
25,R9,'24-R9,Lille Bane,Lille bane 2,-1.851963504886145,-1.324343510852033,9.335536753957596,-2.9862324920899463,-0.7044328315486958,-6.829620223025302,3.391626082292998,-2.9862324920899463,-0.7044328315486958
26,R10,'24-R10,Lille Bane,Lille bane 2,-0.9723029419544615,-1.0672717827808431,-2.9493415731419503,-2.2829466670111764,0.3559199764512133,-6.873506742386104,5.302846070801404,-2.2829466670111764,0.3559199764512133
27,R11,'24-R11,Lille Bane,Lille bane 2,-1.2632109863862984,,,-2.4620396762320196,-0.04964762069923356,-6.640800323888163,4.424133224584281,-2.4620396762320196,-0.04964762069923356
28,R12,'24-R12,Lille Bane,Lille bane 2,-2.180648864650425,-1.9090885397977542,1.5458990407765993,-2.98689936651777,-1.3676978257677996,-5.122555973365827,0.8524792663543224,-2.98689936651777,-1.3676978257677996
29,R13,'24-R13,Lille Bane,Lille bane 2,-1.5246517497563228,-1.5795852767668483,-2.5096017557845074,-2.4577756476670154,-0.5826012540093295,-5.377470724401956,2.4850454458059446,-2.4577756476670154,-0.5826012540093295
30,R14,'24-R14,Lille Bane,Lille bane 2,-1.9338235778732393,-1.930942525119883,-1.7943570038526535,-2.734496239430173,-1.1265599186225717,-4.930928515510802,1.1577667467250752,-2.734496239430173,-1.1265599186225717
31,R15,'24-R15,Lille Bane,Lille bane 2,-1.6887041875318753,-1.360818202912084,4.02414831052651,-2.561607417917844,-0.8079810411002142,-5.263299089558071,2.0207669408226048,-2.561607417917844,-0.8079810411002142
32,R16,'24-R16,Lille Bane,Lille bane 2,0.18265771376764217,0.6139151364435547,11.62234621395477,-1.2138624286896604,1.5989201860319158,-6.681875142896898,7.55214940251745,-1.2138624286896604,1.5989201860319158
33,R17,'24-R17,Lille Bane,Lille bane 2,-0.7098436125708929,-0.7032746961538994,-0.5314479939488304,-1.6857399343550128,0.27573974373127363,-5.060188319883629,3.839843169868451,-1.6857399343550128,0.27573974373127363
34,R18,'24-R18,Lille Bane,Lille bane 2,-2.3074937422365993,-1.687634432634122,0.43885264883107844,-2.9228469280919267,-1.6882399522601177,-3.6197167549802844,-0.9774047388857121,-2.9228469280919267,-1.6882399522601177
35,R1,'25-R1,Lille Bane,Lille bane 1,-0.7155099476883975,-0.873207617648486,-2.687971524573607,-1.5718536455366694,0.14828410410845372,-4.047755241766615,2.7324581075183874,-1.5718536455366694,0.14828410410845372
36,R2,'25-R2,Lille Bane,Lille bane 1,0.6206729480923823,0.17105933935219753,-10.10314750988729,-0.5988037512940969,1.8551104676346686,-5.365644184508167,6.985668547971113,-0.5988037512940969,1.8551104676346686
