x_pos,race_local,group,race_display,series,x_prior,x_post,x_obs,x_q25,x_q75
1,R1,Lille Bane,'24-R1,Lille bane 2,0.0,-0.013741552533011599,-0.026821682727392826,-0.02776227935288768,0.02776227935288768
2,R2,Lille Bane,'24-R2,Lille bane 2,-0.013741552533011599,,,-0.03350642546178967,0.006023320395766472
3,R3,Lille Bane,'24-R3,Lille bane 2,-0.013741552533011599,,,-0.03387688457997902,0.006393779513955819
4,R4,Lille Bane,'24-R4,Lille bane 2,-0.013741552533011599,-0.023746056139603365,-0.04286715271173483,-0.03424064986417528,0.006757544798152082
5,R5,Lille Bane,'24-R5,Lille bane 2,-0.023746056139603365,,,-0.0407946116284718,-0.00669750065073493
6,R6,Lille Bane,'24-R6,Lille bane 2,-0.023746056139603365,-0.027606150819644522,-0.05105883161693749,-0.04122274458472691,-0.006269367694479822
7,R7,Lille Bane,'24-R7,Lille bane 2,-0.027606150819644522,-0.018344605833253393,-0.010924924748457694,-0.04425094515668547,-0.010961356482603577
8,R8,Lille Bane,'24-R8,Lille bane 2,-0.018344605833253393,,,-0.030092403029539368,-0.006596808636967417
9,R9,Lille Bane,'24-R9,Lille bane 2,-0.018344605833253393,-0.013314940771575266,0.09488817803000713,-0.030705517357730604,-0.005983694308776185
10,R10,Lille Bane,'24-R10,Lille bane 2,-0.013314940771575266,-0.013637692927932009,-0.01818770454903853,-0.028634655457958014,0.002004773914807481
11,R11,Lille Bane,'24-R11,Lille bane 2,-0.013637692927932009,,,-0.02893245982821404,0.0016570739723500236
12,R12,Lille Bane,'24-R12,Lille bane 2,-0.013637692927932009,-0.004929755618055259,0.02013176313487456,-0.0294082759635985,0.002132890107734483
13,R13,Lille Bane,'24-R13,Lille bane 2,-0.004929755618055259,-0.006938729912089424,-0.016995543048051794,-0.01904920746072506,0.009189696224614541
14,R14,Lille Bane,'24-R14,Lille bane 2,-0.006938729912089424,-0.008233277320400951,-0.010942853164416998,-0.020390373419440874,0.0065129135952620276
15,R15,Lille Bane,'24-R15,Lille bane 2,-0.008233277320400951,-0.0075249341925866,0.013584300923400754,-0.019947686673996008,0.003481132033194105
16,R16,Lille Bane,'24-R16,Lille bane 2,-0.0075249341925866,-0.00396519672894185,0.11081541358546143,-0.019672093168196875,0.004622224783023673
17,R17,Lille Bane,'24-R17,Lille bane 2,-0.00396519672894185,-0.0033013225359888893,0.005371475463252734,-0.016530879478058553,0.008600486020174852
18,R18,Lille Bane,'24-R18,Lille bane 2,-0.0033013225359888893,0.005528131074695124,0.009835096320428475,-0.015670809641222163,0.009068164569244384
19,R1,Lille Bane,'25-R1,Lille bane 1,0.005528131074695124,-0.0038743810975190446,-0.023641558985123497,-0.01687840817688465,0.027934670326274898
20,R2,Lille Bane,'25-R2,Lille bane 1,-0.0038743810975190446,-0.014401440681423017,-0.11086798648247999,-0.022715915496364935,0.014967153301326846
21,R3,Lille Bane,'25-R3,Lille bane 1,-0.014401440681423017,-0.02179522824435383,-0.04156802668438231,-0.0327005161710208,0.003897634808174767
22,R4,Lille Bane,'25-R4,Lille bane 1,-0.02179522824435383,-0.04429502525498256,-0.05502140521555328,-0.03787321034937882,-0.005717246139328832
23,R5,Lille Bane,'25-R5,Lille bane 1,-0.04429502525498256,-0.027479113322784667,-0.025560097394003146,-0.054206293016363406,-0.03438375749360171
24,R6,Lille Bane,'25-R6,Lille bane 1,-0.027479113322784667,-0.027462460233057956,-0.02727996194578456,-0.03246342972881354,-0.02249479691675579
25,R7,Lille Bane,'25-R7,Lille bane 1,-0.027462460233057956,-0.030783257570280245,-0.06259750138833484,-0.03359005294182004,-0.021334867524295868
26,R8,Lille Bane,'25-R8,Lille bane 1,-0.030783257570280245,-0.02352399083254384,0.004811470853295117,-0.03776752459175172,-0.02379899054880877
27,R9,Lille Bane,'25-R9,Lille bane 1,-0.02352399083254384,-0.022357019861875594,-0.006086408241150788,-0.03084608640810801,-0.01620189525697967
28,R10,Lille Bane,'25-R10,Lille bane 1,-0.022357019861875594,,,-0.03413469013919174,-0.010579349584559451
29,R11,Lille Bane,'25-R11,Lille bane 1,-0.022357019861875594,-0.020559889357829608,0.009490930951890752,-0.034746326215020024,-0.009967713508731164
30,R12,Lille Bane,'25-R12,Lille bane 1,-0.020559889357829608,-0.020044219003291085,-0.004816634611098724,-0.033193765512115635,-0.00792601320354358
31,R13,Lille Bane,'25-R13,Lille bane 1,-0.020044219003291085,,,-0.03305068037160292,-0.00703775763497925
32,R14,Lille Bane,'25-R14,Lille bane 1,-0.020044219003291085,,,-0.03360701488306001,-0.006481423123522156
33,R15,Lille Bane,'25-R15,Lille bane 1,-0.020044219003291085,0.002209091235213418,0.04725402800989668,-0.0341414111643977,-0.005947026842184469
34,R16,Lille Bane,'25-R16,Lille bane 1,0.002209091235213418,0.0010096006827188563,0.00037687914501529154,-0.009948149114500498,0.014366331584927334
35,R17,Lille Bane,'25-R17,Lille bane 1,0.0010096006827188563,-0.00342022854655559,-0.042916123533637135,-0.0071034104555701555,0.009122611821007869
36,R1,Lille Bane,'26-R1,Lille bane 1,-0.00342022854655559,,,-0.026166794533335414,0.019326337440224235
37,R2,Lille Bane,'26-R2,Lille bane 1,-0.00342022854655559,0.004355919168170647,0.04169297518090305,-0.026489421400702384,0.019648964307591204
